artist_id	year	chart_position	track_title	folder	isrc	file	id	url_key
1290	2004	46	Your Belgian Things	2004	noisrc	mountaingoats_YourBelgianThings.aiff	735	8hn8r
1297	1988	31	Sweet Young Thing Ain't Sweet No More	1988	noisrc	Mudhoney-Sweet Young Thing Ain't Sweet No More.aif	736	vzqvh
1297	1989	16	You Got It (Keep It Outta My Face)	1989	noisrc	Mudhoney-You Got It.aiff	737	4g54z
1303	2002	48	Green Grass Of Tunnel	2002	GB-DCA-01-00149	mum_GreenGrassOfTunnel.aiff	738	cj8cg
1306	1999	9	Thrown Like A Stone	1999	GB-BPN-99-00037	murrayhump_ThrownlikeStone.aiff	739	rfvrj
1307	1982	36	Pass The Dutchie	1982	US-MC1-82-13661	Musical Youth - Pass The Dutchie.aiff	740	hb4hf
1311	0	27	Feed Me With Your Kiss	1988	noisrc	MyBloodyVal-Soon.aiff	741	zwczb
1311	0	16	Soon	1990	GB-AAW-90-00423	mybloodyvalentine_ToHereKnowsWhen.aiff	742	gdhj9
1311	1990	2	Soon	1990	GB-AAW-90-00423	MyBloodyVal-Soon.aiff	743	j6zfd
1311	1991	37	To Here Knows Where	1991	noisrc	mybloodyvalentine_ToHereKnowsWhen.aiff	744	fxgb6
1311	1988	6	You Made Me Realise	1988	noisrc	MyBloodyVal-You Make Me Realise.aiff	745	bpjwx
1311	1988	17	Feed Me With Your Kiss	1988	noisrc	mybloodyvalentine_feedmewithyourkiss.aiff	746	w3f9p
1321	1983	10	Picture On The Wall	1983	noisrc	naturalites_picture_on_wall.AIF	747	9mbd3
1325	1990	26	Kill Your Television	1990	GB-BBL-90-00002	NedsAtomicDustbin_KillYourTelevision.aiff	748	d2w6m
1327	1978	48	Like A Hurricane	1977	noisrc	Neil Young - Like A Hurricane.aiff	749	6n9x2
1327	1977	8	Like A Hurricane	1977	noisrc	Neil Young - Like A Hurricane.aiff	750	xqdpn
1327	1976	12	Cortez The Killer	1976	noisrc	Neil Young - Cortez The Killer.aiff	751	p563q
1328	2000	1	Twist The Knife	2000	noisrc		752	38xm5
1332	2003	33	Sex, God, Money	2003	GB-FKA-03-15801	neulander_SexGod+Money.aiff	753	mvp28
1335	1993	16	You Suck	1993	noisrc		754	243nv
1338	1990	14	Big	1990	noisrc	newfastautomaticdaffodils_Big.aiff	755	ncmq4
1340	1985	66	No Rest	1985	GB-AYE-85-00297	New Model Army - No Rest.aiff	756	qr25c
1340	1984	43	Vengeance	1984	noisrc - live	New Model Army - Vengance.aiff	757	5hn8r
1341	1987	7	True Faith	1987	GB-AAP-00-01118		758	8zqvh
1341	1981	48	Procession	1981	GB-AAP-00-01120	New Order - Procession.aiff	759	vg54z
1341	1984	20	Murder	1984	GB-AAP-00-01126	New Order - Murder.aiff	760	4j8cg
1341	1984	7	Thieves Like Us	1984	GB-AAP-00-01134	New Order - Thieves Like Us.aiff	761	cfvrj
1341	1984	12	Lonesome Tonight	1984	GB-AAP-00-01125	New Order - Lonesome Tonight.aiff	762	rb4hf
1341	1983	25	Leave Me Alone	1983	GB-ANQ-83-00009	New Order - Leave Me Alone.aiff	763	hwczb
1341	1983	45	The Village	1983	GB-ANQ-83-00004	New Order - The Village.aiff	764	z9rgw
1341	1982	17	Hurt	1982	GB-AAP-00-01122	New Order - Hurt.aiff	765	g6zfd
1341	1983	3	Age Of Consent	1983	GB-ANQ-83-00001	New Order - Age Of Consent.aiff	766	jxgb6
1341	1985	24	Sunrise	1985	GB-ANQ-85-00027	New Order - Sunrise.aiff	767	fpjwx
1341	1985	18	Sub-Culture	1985	GB-AAP-00-01138	New Order - Subculture.aiff	768	b3f9p
1341	1983	1	Blue Monday	1983	GB-AAP-00-01115	New Order - Blue Monday.aiff	769	wmbd3
1341	1981	4	Ceremony	1981	GB-AAP-00-00867	New Order - Ceremony.aiff	770	92w6m
1341	1982	1	Temptation	1982	GB-AAP-00-01114	New Order - Temptation.aiff	771	dn9x2
1341	1983	18	Your Silent Face	1983	GB-ANQ-83-00006	New Order - Your Silent Face.aiff	772	6qdpn
1341	1985	16	Love Vigilantes	1985	GB-ANQ-85-00025	New Order - Love Vigilantes.aiff	773	x563q
1341	1985	9	Perfect Kiss	1985	noisrc	New Order - Perfect Kiss.aiff	774	p8xm5
1341	1981	54	In A Lonely Place	1981	GB-AAP-00-01119	New Order - In A Lonely Place.aiff	775	3vp28
1341	1985	45	Face Up	1985	GB-ANQ-85-00031	New Order - Face Up.aiff	776	m43nv
1341	0	19	Temptation	1982	GB-AAP-00-01114	New Order - Temptation.aiff	777	2cmq4
1341	0	17	Ceremony	1981	GB-AAP-00-00867	New Order - Ceremony.aiff	778	nr25c
1341	1982	6	Ceremony	1981	GB-AAP-00-00867	New Order - Ceremony.aiff	779	qhn8r
1341	2001	9	Crystal	2001	GB-AAP-01-00358	NewOrder_Crystal.aiff	780	5zqvh
1341	0	32	True Faith	1987	GB-AAP-00-01118		781	8g54z
1341	0	6	Blue Monday	1983	GB-AAP-00-01115	New Order - Blue Monday.aiff	782	vj8cg
1341	1982	18	Temptation	1982	GB-AAP-00-01114	New Order - Temptation.aiff	783	4fvrj
1341	1982	30	Procession	1981	GB-AAP-00-01120	New Order - Procession.aiff	784	cb4hf
1341	2000	26	Brutal	2000	GB-AAP-00-00020	NewOrder_Brutal.aiff	785	rwczb
1341	1987	43	1963	1987	GB-AAP-00-01130	New Order - 1963.aiff	786	h9rgw
1341	1993	13	Regret	1993	GB-AAP-00-00864	New Order - Regret.aiff	787	zdhj9
1341	1988	44	Fine Time	1988	GB-ANP-94-00061	NewOrder-Fine Time.aiff	788	gxgb6
1341	1989	27	Vanishing Point	1989	GB-ANP-94-00065	New Order - Vanishing Point.aiff	789	jpjwx
1344	1990	19	The Ship Song	1990	GB-AJH-97-00440	nickcave_TheShipSong.aiff	790	f3f9p
1344	1988	10	The Mercy Seat	1988	noisrc	NickCave-The Mercy Seat.aiff	791	bmbd3
1344	1985	35	Tupelo	1985	noisrc	NickCave&BSeeds-Tupelo .aiff	792	w2w6m
1344	1984	11	Saint Huck	1984	noisrc	NickCave&BSeeds-SaintHuck.aiff	793	9n9x2
1344	1986	45	By The Time I Get To Phoenix	1986	noisrc	NickCave_ByTheTimeIGetToPhoenix.aiff	794	dqdpn
1345	0	43	Northern Sky	0	GB-AAN-70-00016	nickdrake_NorthernSky.aiff	795	6563q
1350	2002	4	Ugly Face	2002	noisrc	ninanastasia_UglyFace.aiff	796	x8xm5
1350	2003	13	You, Her & Me	2003	noisrc	ninanastasia_YouHerAndMe.aiff	797	pvp28
1351	0	8	Smells Like Teen Spirit	1991	US-GF1-99-42501	nirvana_SmellsLikeTeenSpirit.aiff	798	343nv
1351	1991	25	Lithium	1991	US-GF1-96-10507	nirvana_Lithium.aiff	799	mcmq4
1351	1991	16	Drain You	1991	US-GF1-96-10503	nirvana_DrainYou.aiff	800	2r25c
1351	1990	23	Sliver	1990	US-GF1-96-10508	Nirvana_Sliver.aiff	801	nhn8r
1351	1994	40	Where Did You Sleep Last Night?	1994	noisrc	nirvana_WhereDidYouSleepLastNight.aiff	802	qzqvh
1351	1993	40	Scentless Apprentice	1993	US-GF1-96-10510	nirvana_ScentlessApprentice.aiff	803	5g54z
1351	1993	45	Rape Me	1993	noisrc	nirvana_RapeMe.aiff	804	8j8cg
1351	1991	1	Smells Like Teen Spirit	1991	US-GF1-99-42501	nirvana_SmellsLikeTeenSpirit.aiff	805	vfvrj
1351	1994	44	About A Girl	1994	US-SUB-02-00002	nirvana_AboutAGirl.aiff	806	4b4hf
1351	1994	27	The Man Who Sold The World	1994	noisrc	nirvana_TheManWhoSoldTheWorld.aiff	807	cwczb
1351	1991	48	Breed	1991	US-GF1-96-10515	nirvana_Breed.aiff	808	r9rgw
1356	1997	6	Rapunzel	1997	noisrc		809	hdhj9
1374	1996	47	Out There Somewhere	1996	noisrc	orbital_OutThereSomewhere.aiff	810	z6zfd
1374	1994	31	Are We Here	1994	GB-AAP-00-00654	orbital_are_we_here_IndustryStandard.aiff	811	gpjwx
1374	1996	7	The Box	1996	GB-AAP-00-00653	orbital_TheBox.aiff	812	j3f9p
1374	1999	15	Style	1999	GB-AAP-02-00243	Orbital_Style.aiff	813	fmbd3
1374	2000	45	Beached	2000	GB-ANR-00-00003	Orbital_Beached(RadioVersion).aiff	814	b2w6m
1380	1988	28	14 Days In May	1988	noisrc	overlordx_14daysinmay.aiff	815	wn9x2
1385	1993	9	Ohio River Boat Song	1993	noisrc	palacebros_ohio_river_boat_song.AIF	816	9qdpn
1390	1989	11	Sight Of You	1989	GB-AFL-90-00010	PaleSaints_SightOfYou.aiff	817	d563q
1390	1989	25	She Rides The Waves	1989	noisrc	PaleSaints_SheRidesTheWaves.aiff	818	68xm5
1399	1990	6	(All On You) Perfume	1990	noisrc	ParisAngels_Perfume(All On You).aiff	819	xvp28
1403	2003	24	Shotgun Funeral	2003	noisrc	partyofone_ShotgunFuneral.aiff	820	p43nv
1411	1999	31	Major Leagues	1999	GB-CEL-99-00134	pavement_RangeLife.aiff	821	3cmq4
1411	0	50	Here	1992	noisrc	pavement_Here.aiff	822	mr25c
1411	1999	45	Carrot Rope	1999	GB-CEL-99-00140	Pavement_SummerBaby.aiff	823	2hn8r
1411	1994	14	Range Life	1994	GB-CEL-01-00555	pavement_GoldSounds.aiff	824	nzqvh
1411	1992	47	Conduit For Sale	1992	noisrc	pavement_FatherToAsisterOfThought.aiff	825	qg54z
1411	1992	42	Circa 1762	1992	noisrc	pavement_CutYourHair.aiff	826	5j8cg
1411	1992	10	Here	1992	noisrc	pavement_Here.aiff	827	8fvrj
1411	1994	22	Gold Soundz	1994	GB-CEL-01-00553	pavement_Here.aiff	828	vb4hf
1411	1994	34	Cut Your Hair	1994	GB-CEL-01-00550	pavement_MajorLeagues.aiff	829	4wczb
1411	1991	34	Summer Babe	1991	noisrc	Pavement_SummerBaby.aiff	830	c9rgw
1411	1992	8	Trigger Cut	1992	noisrc	pavement_TriggerCut.aiff	831	rdhj9
1411	1995	40	Father To A Sister Of Thought	1995	GB-AEN-95-00369	pavement_MajorLeagues.aiff	832	h6zfd
1411	1992	35	In The Mouth A Desert	1992	noisrc	pavement_CarrotRope.aiff	833	zxgb6
1411	1992	37	Summer Babe	1991	noisrc	pavement_CarrotRope.aiff	834	g3f9p
1419	1997	4	Spice Girls (Who Do You Think You Are?)	1997	noisrc		835	jmbd3
1436	2001	50	Chard	2001	noisrc		836	f2w6m
1437	1981	39	Papa's Got A Brand-New Pigbag	1981	GB-ARL-00-00312	Pigbag - Papa's Got A Brend New Pigbag.aiff	837	bn9x2
1439	1978	9	Public Image	1978	GB-AAA-78-00014	The Stranglers - Hanging Around.aiff	838	wqdpn
1439	1983	12	This Is Not A Love Song	1983	GB-AAA-99-01710	P.I.L. - This Is Not A Love Song.aiff	839	9563q
1439	1980	62	Death Disco	1979	GB-AAA-79-00164	Public Image Ltd. - Death Disco.aiff	840	d8xm5
1439	1981	26	Public Image	1978	GB-AAA-78-00014	Public Image Ltd. - Public Image.aiff	841	6vp28
1439	1980	11	Public Image	1978	GB-AAA-78-00014	Public Image Ltd. - Public Image.aiff	842	x43nv
1439	1980	33	Poptones	1980	GB-AAA-79-00231	Public Image Ltd. - Poptones.aiff	843	pcmq4
1439	1979	28	Death Disco	1979	GB-AAA-79-00164	Public Image Ltd. - Death Disco.aiff	844	3r25c
1439	1979	9	Public Image	1978	GB-AAA-78-00014	Public Image Ltd. - Public Image.aiff	845	mhn8r
1439	1980	34	Careering	1980	GB-AAA-79-00232	Public Image Ltd. - Careering.aiff	846	2zqvh
1439	1982	20	Public Image	1978	GB-AAA-78-00014	Public Image Ltd. - Public Image.aiff	847	ng54z
1442	2002	8	So Over You	2002	noisrc		848	qj8cg
1443	1978	29	Shine On You Crazy Diamond	1976	GB-DJQ-92-00006	Pink Floyd - Shine On You Crazy Diamond (Parts 1-7	849	5fvrj
1443	1980	60	Shine On You Crazy Diamond	1976	GB-DJQ-92-00006	Pink Floyd - Shine On You Crazy Diamond (Parts 1-7	850	8b4hf
1443	1976	8	Shine On You Crazy Diamond	1976	GB-DJQ-92-00006	Pink Floyd - Shine On You Crazy Diamond (Parts 1-7	851	vwczb
1443	1976	4	Echoes	1976	GB-AYE-01-01933	Pink Floyd - Echoes.aiff	852	49rgw
1443	1979	30	Shine On You Crazy Diamond	1976	GB-DJQ-92-00006	Pink Floyd - Shine On You Crazy Diamond (Parts 1-7	853	cdhj9
1449	1988	30	Where Is My Mind	1988	GB-AFL-97-00100	Pixies-Where Is My Mind.aiff	854	r6zfd
1449	1991	46	Motorway To Roswell	1991	noisrc	pixies_MotorwayToRoswell.aiff	855	hxgb6
1449	1991	26	Planet Of Sound	1991	GB-AFL-97-00088	pixies_PlanetOfSound.aiff	856	zpjwx
1449	1990	24	The Happening	1990	noisrc	pixies_The Happening.aiff	857	gmbd3
1449	1990	48	Alison	1990	GB-AFL-97-00114	pixies_Alison.aiff	858	j2w6m
1449	1988	7	Gigantic	1988	GB-AFL-97-00099	Pixies-Gigantic.aiff	859	fn9x2
1449	1990	31	Velouria	1990	GB-AFL-97-00101	pixies_Velouria.aiff	860	bqdpn
1449	1989	5	Monkey Gone To Heaven	1989	GB-AFL-97-00103	Pixies - Monkey Gone To Heaven.aiff	861	w563q
1449	1989	36	Wave Of Mutilation	1989	GB-AFL-97-00120	pixies_WaveOMutilation89.aiff	862	98xm5
1449	1989	43	Dead	1989	GB-AFL-97-00109	pixies_Dead89.aiff	863	dvp28
1449	1989	3	Debaser	1989	GB-AFL-97-00091	pixies_Debaser2_89.aiff	864	643nv
1449	1988	39	River Euphrates	1988	GB-AFL-88-00061	Pixies-River Euphrates.aiff	865	xcmq4
1449	1989	37	Here Comes Your Man	1989	GB-AFL-97-00113	pixies_HereComesYourMan2_89.aiff	866	pr25c
1449	1990	49	Dig For Fire	1990	GB-AFL-97-00093	pixies_Dig For Fire.aiff	867	3hn8r
1449	1991	47	Bird Dream Of The Olympus Mons	1991	noisrc	pixies_BirdDreamOfTheOlympusMons.aiff	868	mzqvh
1449	1988	45	Bone Machine	1988	GB-AFL-97-00098	Pixies-Bone Machine.aiff	869	2g54z
1449	0	30	Debaser	1989	GB-AFL-97-00077	pixies_debaser89.aiff	870	nj8cg
1450	2000	6	Big Exit	2000	GB-AAN-00-00166	pjharvey_BigExit.aiff	871	qfvrj
1450	2000	24	Whore's Hustle, Hustler's Whore	2000	GB-AAN-00-00171	pjharvey_WhoresHustle.aiff	872	5b4hf
1450	2001	36	This Is Love	2001	GB-AAN-00-00174	pjharvey_ThisIsLove.aiff	873	8wczb
1450	2000	18	Mess We're In	2000	GB-AAN-00-00172	pjharvey_MessWe'reIn.aiff	874	v9rgw
1450	0	49	Shee-La-Na-Gig	1992	noisrc	pjharvey_SheelaNaGig.aiff	875	4dhj9
1450	2004	16	The Letter	2004	GB-AAN-04-00033	pjharvey_TheLetter.aiff	876	c6zfd
1450	2000	2	Good Fortune	2000	GB-AAN-00-00167	pjharvey_IsThisDesire.aiff	877	rxgb6
1450	2004	23	Shame	2004	GB-AAN-04-00030	pjharvey_Shame.aiff	878	hpjwx
1450	1998	50	Is This Desire?	1998	GB-AAN-98-00303	pjharvey_IsThisDesire.aiff	879	z3f9p
1450	1995	34	To Bring You My Love	1995	noisrc	pjharvery_ToBringYouMyLove.aiff	880	g2w6m
1450	1996	23	Taut	1996	GB-AAN-96-00077	jparrishpjharv_Taut.aiff	881	jn9x2
1450	1993	18	Wang Dang Doodle	1993	noisrc	pjharvey_WangDangDoodle.aiff	882	fqdpn
1450	1993	15	50ft Queenie	1993	noisrc	pjharvey_50ftQueenie.aiff	883	b563q
1450	1993	32	Naked Cousin	1993	noisrc	pj harvey_NakedCousin.aiff	884	w8xm5
1450	1995	11	Send His Love To Me	1995	GB-AAN-95-00041	pjharvey_SendHisLoveToMe.aiff	885	9vp28
1450	1995	17	Down By The Water	1995	GB-AAN-95-00044	pjharvey_DownByTheWater.aiff	886	d43nv
1450	1993	4	Rid Of Me	1993	noisrc	pjharvey_RidOfMe.aiff	887	6cmq4
1450	1991	2	Dress	1991	noisrc	pjharvey_Dress.aiff	888	xr25c
1450	1992	2	Shee-La-Na-Gig	1992	noisrc	pjharvey_SheelaNaGig.aiff	889	phn8r
1450	1996	17	That Was My Veil	1996	GB-AAN-96-00074	jparrishpjharv_ThatWasMyVeil.aiff	890	3zqvh
1451	1996	39	Teenage Angst	1996	GB-AAA-96-00237	Placebo - Teenage Angst.aiff	891	mg54z
1457	2004	42	Cha	2004	noisrc		892	2j8cg
1460	1999	34	Be Rude To Your School	1999	GB-BPW-99-00110	plone_BeRudeToYourSchool.aiff	893	nfvrj
1460	1998	16	Plock	1998	GB-BPW-98-00082	plone_Plock.aiff	894	qb4hf
1464	1976	11	Rose Of Cimarron	1976	US-MC1-76-53808	Poco - Rose Of Cimarron.aiff	895	5wczb
1470	1992	27	Young Splendor	1992	noisrc	pond_YoungSplendor.aiff	896	89rgw
1474	1989	46	Landslide	1989	GB-BLY-90-00084	popguns_landslide.aiff	897	vdhj9
1478	1994	8	Sour Times	1994	GB-AQT-94-00032	portishead_SourTimes.aiff	898	46zfd
1482	1985	38	Faron Young (Truckin' Mix)	1985	noisrc	PrefabSprout_FaronYoung(TruckinMix).aiff	899	cxgb6
1489	1986	4	Velocity Girl	1986	noisrc	Primal Scream - Velocity Girl.aiff	900	rpjwx
1489	1985	44	It Happens	1985	noisrc	Primal Scream - It Happens.aiff	901	h3f9p
1489	1991	11	Higher Than The Sun	1991	GB-AAW-91-00555	PrimalScrean_HigherThanTheSun.aiff	902	zmbd3
1490	1987	32	Sign O' The Times	1987	US-WB1-99-01187	Prince-Sign O The Times.aiff	903	gn9x2
1494	1997	30	Slash/Oblique	1997	noisrc		904	jqdpn
1494	1997	24	Autocade	1997	noisrc		905	f563q
1496	1984	31	Dr Mabuse	1984	noisrc	Propaganda - Das Testament des Dr. Mabuse (13th Li	906	b8xm5
1497	1997	28	Velvet Pants	1997	GB-CFC-97-00039	propellerheads_VelvetPants.aiff	907	wvp28
1501	1988	50	Night Of The Living Baseheads	1988	US-DJ2-88-00023	PublicEnemy-Night Of The Living Baseheads.aiff	908	943nv
1501	1987	14	Rebel Without A Pause	1987	US-DJ2-88-00026	PublEnemy-Rebel Without A pause.aiff	909	dcmq4
1501	1987	38	You're Gonna Get Yours (Terminator X Dub Getaway)	1987	noisrc	PEnemy-You're Gonna Get Yours.aiff	910	6r25c
1502	1995	1	Common People	1994	GB-AAN-95-00078	pulp_CommonPeople.aiff	911	xhn8r
1502	1995	8	I-Spy	1995	GB-AAN-95-00144	pulp_iSpy.aiff	912	pzqvh
1502	1995	2	Sorted For E's & Wizz	1995	GB-AAN-95-00132	pulp_SortedForEs&Wizz.aiff	913	3g54z
1502	1995	12	Mis-shapes	1995	GB-AAN-95-00131	pulp_MisShapes.aiff	914	mj8cg
1502	1993	46	Lipgloss	1993	GB-AAN-93-00123	pulp_Lipgloss.aiff	915	2fvrj
1502	1995	27	Disco 2000	1995	GB-AAN-95-00145	pulp_Disco2000.aiff	916	nb4hf
1502	1995	31	Underwear	1995	GB-AAN-95-00079	pulp_Underwear.aiff	917	qwczb
1502	1994	13	Do You Remember The First Time	1994	GB-AAN-94-00020	Pulp - Do You Remember The First Time.aiff	918	59rgw
1502	1998	8	This Is Hardcore	1998	GB-AAN-98-00085	pulp_ThisIsHardcore.aiff	919	8dhj9
1502	1994	23	Babies	1994	GB-AAN-92-00004	pulp_Babies.aiff	920	v6zfd
1502	1994	21	Common People	1994	GB-AAN-95-00078	pulp_Common People.aiff	921	4xgb6
1502	1993	14	Razzamatazz	1993	GB-AAN-93-00066	pulp_Razzmatazz.aiff	922	cpjwx
1502	0	12	Common People	1994	GB-AAN-95-00078	pulp_Common People.aiff	923	r3f9p
1502	2001	29	Trees	2001	GB-AAN-01-00225	pulp_Trees.aiff	924	hmbd3
1502	2001	19	Sunrise	2001	GB-AAN-01-00224	pulp_Sunrise.aiff	925	z2w6m
1517	1998	39	If I Were A Carpenter	1998	noisrc		926	gqdpn
1517	1996	24	Friend	1996	noisrc		927	j563q
1520	1994	46	Girl With A Crooked Eye	1994	noisrc	ROC_GirlWithACrookedEye.aiff	928	f8xm5
1522	1976	7	They Shoot Horses Don't They?	1976	GB-AYE-76-00047	Racing Cars - They Shoot Horses Don't They.aiff	929	bvp28
1529	1993	31	Creep	1993	GB-AYE-92-00070	radiohead_Creep.aiff	930	w43nv
1529	2000	25	Kid A	2000	GB-AYE-00-00811	radiohead_KidA.aiff	931	9cmq4
1529	2003	37	There, There	2003	GB-AYE-03-00722	radiohead_ThereThere.aiff	932	dr25c
1529	2001	40	The Pyramid Song	2001	GB-AYE-00-01578	Radiohead_PyramidSong.aiff	933	6hn8r
1529	2000	48	Idiotique	2000	GB-AYE-01-01814	radiohead_Idioteque.aiff	934	xzqvh
1560	1976	41	I Wanna See The Bright Lights	1976	GB-AAN-74-00097	Richard Thompson -  I Want To See The Bright Light	935	pg54z
1563	1992	40	Leave Them All Behind	1992	GB-BGB-01-00169	ride_LeaveThemAllBehind.aiff	936	3j8cg
1563	1990	4	Like A Daydream	1990	GB-EFS-01-00115	Ride_LikeADaydream.aiff	937	mfvrj
1563	1990	3	Dreams Burn Down	1990	GB-EFS-01-00125	Ride_DreamsBurnDown.aiff	938	2b4hf
1563	1990	25	Taste	1990	GB-BGB-01-00170	Ride_Taste.aiff	939	nwczb
1568	1988	21	Something Nice	1988	noisrc	robertflyoyd_somethingnice.aiff	940	q9rgw
1571	0	11	Shipbuilding	1982	noisrc	Robert Wyatt - Shipbuilding.aiff	941	5dhj9
1571	1985	47	The Wind Of Change	1985	noisrc	Robert Wyatt - The Wind Of Change.aiff	942	86zfd
1571	1982	2	Shipbuilding	1982	noisrc	Robert Wyatt - Shipbuilding.aiff	943	vxgb6
1571	1984	35	Biko	1984	noisrc	Robert Wyatt - Biko.aiff	944	4pjwx
1573	2001	48	Giant Robo	2001	GB-DYW-01-00004		945	c3f9p
1575	1976	34	Maggie May	1976	GB-F08-72-00579	Rod Stewart - Maggie May.aiff	946	rmbd3
1579	1976	39	Jumping Jack Flash	1976	US-A17-68-10110	The Rolling Stones - Jumpin' Jack Flash.aiff	947	h2w6m
1579	1976	13	Brown Sugar	1976	GB-CJN-71-00001	Rolling Stones- Brown Sugar.aiff	948	zn9x2
1588	1998	44	Went To Town	1998	noisrc		949	g563q
1595	1976	47	When An Old Cricketer Leaves The Crease	1976	noisrc	Roy Harper - When An Old Cricketer Leaves The Crea	950	j8xm5
1604	1994	29	Wilmot	1994	GB-BPW-94-00119	SabresOfParadise_Wilmot.aiff	951	fvp28
1606	1995	50	You Can't	1995	noisrc		952	b43nv
1607	1999	19	Look Left	1999	GB-CAX-99-01708	salako_LookLeft.aiff	953	wcmq4
1609	2001	12	Impact	2001	noisrc		954	9r25c
1609	2002	1	Girls Are The New Boys	2002	GB-EKQ-01-00069	saloon_GirlsAreTheNewBoys.aiff	955	dhn8r
1609	2002	26	Have You Seen The Light?	2002	noisrc		956	6zqvh
1609	2001	49	Freefall	2001	GB-EKQ-01-00018		957	xg54z
1610	1994	36	Charged Up	1994	noisrc	salttank_Charged Up.aiff	958	pj8cg
1620	2000	8	The Light 3000	2000	noisrc	schneider_tm_TheLight3000.aiff	959	3fvrj
1628	1982	27	The ®Sweetest' Girl	1981	GB-AAA-01-00583	Scritti Politti - The Sweetest Girl.aiff	960	mb4hf
1628	1982	13	Faithless	1982	GB-AAA-01-00579	Scritti Politti - Faithless.aiff	961	2wczb
1628	1982	18	Asylums In Jerusalem	1982	GB-AAA-01-00575	Scritti Politti - Asylums in Jerusalem.aiff	962	n9rgw
1628	1981	22	The 'Sweetest' Girl	1981	GB-AAA-01-00583	Scritti Politti - The Sweetest Girl.aiff	963	qdhj9
1632	1994	16	Rebound	1994	noisrc	sebadoh_Rebound.aiff	964	56zfd
1632	1993	7	Soul & Fire	1993	noisrc	sebadoh_SoulAndFire.aiff	965	8xgb6
1638	2001	37	Sensational Vacuum	2001	noisrc		966	vpjwx
1644	1989	42	Too Much Kissing	1989	noisrc	SenselessThings_TooMchKssng(OrigVersion).aiff	967	43f9p
1645	1993	21	Eject	1993	noisrc	senser_Eject.aiff	968	cmbd3
1646	1982	38	Love On The Terraces	1982	noisrc	SeriousDrinking-LoveontheTerraces.aiff	969	r2w6m
1652	1981	38	God Save The Queen	1978	GB-AAA-77-00020	SFAnimals_FireInHeart.aiff	970	hn9x2
1652	1978	45	EMI	1978	GB-AJE-85-00121	Sex Pistols - EMI (Unlimited Edition).aiff	971	zqdpn
1652	1978	18	Holidays In The Sun	1977	GB-AAA-77-00025	Sex Pistols - Holidays In The Sun.aiff	972	g8xm5
1652	1981	17	Holidays In The Sun	1977	GB-AAA-77-00025	SFAnimals_FireInHeart.aiff	973	jvp28
1652	1980	1	Anarchy In The UK	1978	GB-DFX-77-00002	Sex Pistols - Anarchy In The UK.aiff	974	f43nv
1652	1977	11	Holidays In The Sun	1977	GB-AAA-77-00025	Sex Pistols - Holidays In The Sun.aiff	975	bcmq4
1652	1978	1	Anarchy In The UK	1978	GB-DFX-77-00002	Sex Pistols - Anarchy In The UK.aiff	976	wr25c
1652	1978	6	Pretty Vacant	1978	GB-AAA-77-00034	Sex Pistols - Pretty Vacant.aiff	977	9hn8r
1652	1980	12	Holidays In The Sun	1977	GB-AAA-77-00025	Sex Pistols - Holidays In The Sun.aiff	978	dzqvh
1652	1978	3	God Save The Queen	1978	GB-AAA-77-00020	Sex Pistols - God Save The Queen.aiff	979	6g54z
1652	1979	13	God Save The Queen	1978	GB-AAA-77-00020	Sex Pistols - God Save The Queen.aiff	980	xj8cg
1652	1980	25	God Save The Queen	1978	GB-AAA-77-00020	Sex Pistols - God Save The Queen.aiff	981	pfvrj
1652	1979	1	Anarchy In The UK	1978	GB-DFX-77-00002	Sex Pistols - Anarchy In The UK.aiff	982	3b4hf
1652	1981	2	Anarchy In The UK	1978	GB-DFX-77-00002	Sex Pistols - Anarchy In The UK.aiff	983	mwczb
1652	1979	14	Holidays In The Sun	1977	GB-AAA-77-00025	Sex Pistols - Holidays In The Sun.aiff	984	29rgw
1652	1981	59	Pretty Vacant	1978	GB-AAA-77-00034	SFAnimals_RingsAroundWorld.aiff	985	ndhj9
1652	1979	16	Pretty Vacant	1978	GB-AAA-77-00034	Sex Pistols - Pretty Vacant.aiff	986	q6zfd
1652	1980	23	Pretty Vacant	1978	GB-AAA-77-00034	Sex Pistols - Pretty Vacant.aiff	987	5xgb6
1652	1982	1	Anarchy In The UK	1978	GB-DFX-77-00002	SFAnimals_TurningTide.aiff	988	8pjwx
1652	1982	25	God Save The Queen	1978	GB-AAA-77-00020	SFAnimals_TurningTide.aiff	989	v3f9p
1652	0	4	Anarchy In The UK	1978	GB-DFX-77-00002	Sex Pistols - Anarchy In The UK.aiff	990	4mbd3
1652	1982	37	Holidays In The Sun	1977	GB-AAA-77-00025	Sex Pistols - Holidays In The Sun.aiff	991	c2w6m
1652	0	29	Pretty Vacant	1978	GB-AAA-77-00034	Sex Pistols - Pretty Vacant.aiff	992	rn9x2
1652	1982	44	Pretty Vacant	1978	GB-AAA-77-00034	Sex Pistols - Pretty Vacant.aiff	993	hqdpn
1653	2004	33	'There's No Business Like Propa' Rungleclotted Mashup Bizznizz	2004	noisrc		994	z563q
1656	1988	37	Samora Machel	1988	noisrc	Shalawambe-SamoraMachel.aiff	995	gvp28
1661	1994	18	Crow	1994	noisrc	shellac_Crow.aiff	996	j43nv
1661	1994	24	The Dog & Pony Show	1994	noisrc	shellac_DogAndPonyShow.aiff	997	fcmq4
