artist_id	id	tx_date	record_date	producer	engineer1	engineer2	studio	url_key
1261	2186	1981-06-01	1981-05-12	Dale Griffin	Mike Robinson		Langham 1	4954z
1261	2187	1983-01-03	1982-12-15	Roger Pusey	Nick Gomm		Unknown	cd8cg
1261	2188	1984-02-29	1984-02-22	Dale Griffin	Nick Gomm		Maida Vale 5	r6vrj
1261	2189	1985-05-20	1985-05-07	Mark Radcliffe	Mike Walter		Maida Vale 5	hx4hf
1261	2190	1986-05-20	1986-04-29	Dale Griffin	Mike Shilling	Mike Robinson	Maida Vale 4	zpczb
1261	2191	2002-07-23	2002-06-23	Mike Engles	Kevin Rumble		Maida Vale 4	gmhj9
1263	2192	2004-01-08	2004-01-08	Louise Kattenhorn	Andy Rogers		Groningen	j2zfd
1264	2193	1981-04-20	1981-03-25	Dale Griffin	Peter Watts		Langham 1	fngb6
1265	2194	1980-11-25	1980-11-11	John Sparrow	Mike Robinson		Langham 1	bqjwx
1265	2195	1981-10-13	1981-10-07	Roger Pusey	Nick Gomm		Maida Vale 4	w5f9p
1266	2196	1981-02-05	1981-01-28	Chris Lycett	Nick Gomm		Langham 1	98bd3
1267	2197	1980-02-04	1980-01-28	Tony Wilson	Dave Dade		Maida Vale 4	dvw6m
1267	2198	1980-09-29	1980-08-26	Bob Sargeant	Mike Robinson		Maida Vale 4	649x2
1267	2199	1981-07-21	1981-07-11	Dale Griffin	Mike Robinson		Maida Vale 4	xcdpn
1268	2200	1992-04-03	1992-02-18	Mike Robinson	Mike Robinson		Maida Vale 4	pr63q
1269	2201	1997-01-11	1996-12-22	Mike Engles	Colin Beaumont		The Hippodrome, Golders Green, London	3hxm5
1269	2202	1998-02-17	1998-01-20	Mike Robinson	Nick King		Maida Vale 4	mzp28
1269	2203	1998-09-01	1998-08-23	Mike Engles	Kevin Rumble		Maida Vale 4	2g3nv
1269	2204	2000-03-14	2000-03-12	Andrew Rogers	Mike Walters		Garageglasgow	njmq4
1269	2205	2001-10-17	2001-10-17	Andy Rogers			Maida Vale 3	qf25c
1269	2206	2003-10-30	2003-10-30	Sam/Andy	Miti Adhikari		Concorde 2	5bn8r
1269	2207	NULL	2004-03-26	Andy Rogers	Simon Askew		Camber Sands	8wqvh
1270	2208	1992-11-28	1992-10-20	Mike Robinson	A.Askew/M.Robinso		Maida Vale 4	v954z
1271	2209	NULL	1999-12-12	Mike Engles	Nick Fountain		Maida Vale 3	4d8cg
1271	2210	NULL	2000-10-18	Simon Askew			Maida Vale 4	c6vrj
1272	2211	NULL	2004-07-21	Guy Worth	Sara Carter		Maida Vale 4	rx4hf
1273	2212	1973-07-03	NULL	Unknown	Unknown		Artist's own studio	hpczb
1274	2213	1979-02-22	1979-02-14	John Sparrow	Nick Gomm		Maida Vale 4	z3rgw
1274	2214	1979-09-06	1979-08-21	Bob Sargeant	Mike Robinson		Maida Vale 4	g2zfd
1274	2215	1980-04-23	1980-04-15	Bob Sargeant	Mike Robinson		Maida Vale 4	jngb6
1275	2216	1980-05-21	1980-05-12	Tony Wilson	Dave Dade		Maida Vale 4	fqjwx
1276	2217	NULL	1999-03-02	Mike Robinson	Paul Noble		Maida Vale 4	b5f9p
1277	2218	1984-05-21	1984-05-09	Roger Pusey	Nick Gomm		Maida Vale 5	w8bd3
1277	2219	1985-07-10	1985-07-02	John Owen Williams	Ted De Bono		Maida Vale 5	9vw6m
1278	2220	1991-08-18	1991-07-02	Ted De Bono	Ted De Bono		Maida Vale 5	d49x2
1279	2221	1975-07-28	1975-07-15	Tony Wilson	Unknown		Maida Vale 4	6cdpn
1279	2222	1976-01-20	1976-01-13	Tony Wilson	Unknown		Maida Vale 4	xr63q
1279	2223	1976-08-23	1976-07-27	Tony Wilson	Unknown		Maida Vale 4	phxm5
1279	2224	1977-06-20	1977-06-08	Malcolm Brown	Nick Gomm		Maida Vale 4	3zp28
1280	2225	1991-02-16	1991-01-23	Dale Griffin	Nick Gomm	Rupert Flindt	Maida Vale 5	mg3nv
1281	2226	1993-01-29	1992-11-22	Mike Engles	Julian Markham		Maida Vale 3	2jmq4
1282	2227	1991-06-09	1991-04-16	Mike Walter	Mike Walter	Dave Mccarthy	Maida Vale 5	nf25c
1282	2228	1992-02-01	1991-12-17	Mike Robinson	Mike Robinson	Lisa Softley	Maida Vale 4	qbn8r
1283	2229	1989-11-08	1989-10-22	Dale Griffin	Martin Colley		Unknown	5wqvh
1284	2230	NULL	2004-05-19	Sam Cunningham	Miti Adhikari		Maida Vale 4	8954z
1285	2231	2002-02-06	2002-01-06	George Thomas			Maida Vale 4	vd8cg
1285	2232	2003-07-29	2003-05-22	Miti	Rupert		Maida Vale 4	46vrj
1286	2233	1981-09-01	1981-08-24	Tony Wilson	Unknown		Maida Vale 4	cx4hf
1287	2234	NULL	1998-11-15	Mike Engles	Kevin Rumble		Maida Vale 3	rpczb
1288	2235	1987-09-14	1987-08-30	Dale Griffin	Mike Engles	Tim Durham	Unknown	h3rgw
1289	2236	1978-09-25	1978-09-18	Bob Sargeant	Dave Dade		Maida Vale 4	zmhj9
1290	2237	2003-02-13	2003-01-30	Louise Kattenhorn	Miti		Maida Vale 4	gngb6
1290	2238	NULL	2004-04-08	Miti Adhikari	Nick Fountain		Maida Vale 4	jqjwx
1291	2239	1995-02-03	1994-11-29	Mike Robinson	Nick Scripps		Maida Vale 4	f5f9p
1291	2240	1997-06-18	1997-06-08	Chris Mcclean	Ro Khan		Maida Vale 4	b8bd3
1291	2241	NULL	1999-11-13	Mike Robinson	Jerry Smith		Maida Vale 4	wvw6m
1291	2242	NULL	2001-05-02	Miti Adikhari	Jamie Hart		Maida Vale 4	949x2
1292	2243	1994-06-18	1994-05-12	Nick Gomm	Nick Fountain		Maida Vale 4	dcdpn
1292	2244	1996-02-10	1996-01-28	Engles	Adam Askew		Maida Vale 4	6r63q
1292	2245	1997-09-30	1997-08-31	Mike Engles	Kevin Rumble		Maida Vale 4	xhxm5
1293	2246	2003-02-25	2003-02-06	Louise Kattenhorn	Simon Askew		Maida Vale 4	pzp28
1293	2247	2004-04-21	2004-03-11	Jamie Hart	Nick Scripps		Maida Vale 4	3g3nv
1294	2248	2002-01-29	2001-12-16	George Thomas				mjmq4
1295	2249	2004-08-19	NULL	Paul Thomas	Paul Thomas		Live Mix	2f25c
1296	2250	1992-08-29	1992-08-11	Miti Adhikari	Miti Adhikari	Paul Allen	Maida Vale 4	nbn8r
1297	2251	1989-05-24	1989-05-09	Dale Griffin	Mike Robinson		Wessex Studios, London	qwqvh
1297	2252	1995-08-27	1995-08-27	Miti			Reading Festival '95	5954z
1297	2253	2002-10-02	2002-09-08	Mike Engles	George Thomas		Maida Vale 4	8d8cg
1298	2254	1994-06-11	NULL				Sweden Sound, London	v6vrj
1299	2255	1995-04-07	1995-03-16	Nick Gomm	Ralph Jordan		Maida Vale 4	4x4hf
1300	2256	NULL	2004-05-05	Jamie Hart	Jamie Hart		Maida Vale 4	cpczb
1301	2257	NULL	2000-10-08	James Birtwistle	George Thomas		Maida Vale 4	r3rgw
1302	2258	NULL	2001-08-13	Miti Adikhari			Maida Vale 4	hmhj9
1303	2259	2002-10-03	2002-09-21	Mike Engles	Ralph Jordan		Maida Vale 4	z2zfd
1304	2260	1994-04-02	1994-03-13	Mike Engles	James Birtwistle		Maida Vale 3	gqjwx
1305	2261	1995-09-08	1995-08-20	Mike Engles	Adam Askew		Maida Vale 3	j5f9p
1306	2262	NULL	1999-09-26	Mike Engles	Jaimie Hart		Maida Vale 4	f8bd3
1306	2263	2000-03-29	2000-03-29	Andrew Rogers	Simon Askew		Union Chapel, London	bvw6m
1306	2264	2000-10-25	2000-10-25	Sam Cunningham	Simon Askew		Clwb, Cardiff	w49x2
1307	2265	1981-04-29	1981-04-22	Dale Griffin	Nick Gomm		Langham 1	9cdpn
1307	2266	1982-09-28	1982-09-18	Dale Griffin	Mike Robinson		Maida Vale 4	dr63q
1308	2267	1985-12-02	1985-11-19					6hxm5
1310	2268	NULL	1999-02-10				Artist's own studio	xzp28
1311	2269	1988-10-05	1988-09-25	Dale Griffin	Mike Engles		The Hippodrome, Golders Green, London	pg3nv
1312	2270	1990-06-26	1990-05-27	Dale Griffin	Mike Engles		Maida Vale 3	3jmq4
1313	2271	1973-07-17	1973-07-02	John Walters	Adrian Revill		Studio T1, Transcription Service, Kensington House	mf25c
1313	2272	1974-07-25	1974-07-13	John Walters	Unknown		Aeolian Hall, Studio 2	2bn8r
1313	2273	1976-07-20	1976-07-06	Unknown	Unknown		Maida Vale 4	nwqvh
1314	2274	1982-03-03	1982-02-17	Kevin Howlett	Nick Gomm		Maida Vale 4	q954z
1315	2275	1987-09-22	1987-09-13	Dale Griffin	Mike Engles	Elizabeth Lewis	Unknown	5d8cg
1315	2276	1988-04-20	1988-03-08	Dale Griffin	Mike Robinson		Maida Vale 4	86vrj
1315	2277	1990-09-10	1990-08-12	Dale Griffin	Mike Robinson	Adam Askew	Maida Vale 3	vx4hf
1316	2278	1982-06-08	1982-05-19	Roger Pusey	Martin Colley		Maida Vale 4	4pczb
1317	2279	1995-11-04	1995-09-22				Artist's own studio	c3rgw
1318	2280	1976-03-01	1976-02-17	Jeff Griffin	Mike Robinson		Maida Vale 4	rmhj9
1318	2281	1976-10-12	1976-09-21	Jeff Griffin	Mike Robinson		Maida Vale 4	h2zfd
1318	2282	1977-11-16	1977-11-09	Malcolm Brown	Nick Gomm		Maida Vale 4	zngb6
1319	2283	1971-11-10	1971-10-18	John Walters	Bob Conduct		Playhouse Theatre, Northumberland Avenue	g5f9p
1319	2284	1972-06-30	1972-05-22	John Muir	Unknown		Maida Vale 5	j8bd3
1320	2285	1981-10-12	1981-10-05	Tony Wilson	Mike Robinson	Martin Colley	Maida Vale 4	fvw6m
