artist_id	id	tx_date	record_date	producer	engineer1	engineer2	studio	url_key
656	1108	1997-02-25	1997-02-02	Mike Engles	Kevin Rumble		Maida Vale 4	g34hf
657	1109	2002-10-15	2002-09-18	Simon Askew	Guy Worth		Maida Vale 4	jmczb
657	1110	2004-02-11	2004-01-28	Nick Scripps	George Thomas		Maida Vale 4	f2rgw
658	1111	1984-04-10	1984-03-17	Dale Griffin	Martin Colley		Maida Vale 5	bnhj9
659	1112	1987-11-17	1987-11-10	Dale Griffin	Simon Clifford	Dave Dade	Unknown	wqzfd
659	1113	1988-05-11	1988-05-01	Dale Griffin	Mike Engles		Unknown	95gb6
659	1114	1990-03-08	1990-02-06	Dale Griffin	Mike Robinson		Maida Vale 5	d8jwx
659	1115	NULL	2001-02-28					6vf9p
660	1116	NULL	2004-09-01	Guy Worth	Nick Scripps		Maida Vale 4	x4bd3
661	1119	1998-09-30	1998-08-11	Ted De Bono	George Thomas		Maida Vale 4	pcw6m
661	1120	2004-01-07	2003-12-03	Andrew Rogers	George Thomas		Maida Vale	3r9x2
662	1121	1993-12-17	1993-11-11	James Birtwistle	Chrissie Boucher		Maida Vale 4	mhdpn
663	1122	1976-10-27	1976-10-07	Tony Wilson	Unknown		Unknown	2z63q
663	1123	1977-04-27	1977-04-18	Tony Wilson	Dave Dade		Maida Vale 4	ngxm5
663	1124	1977-09-19	1977-09-06					qjp28
663	1125	1978-10-25	1978-10-03	Bob Sargeant	Mike Robinson		Maida Vale 4	5f3nv
664	1126	1970-03-28	1970-03-09	John Walters	Unknown		Playhouse Theatre, Northumberland Avenue	8bmq4
664	1127	1970-09-19	1970-09-15	Pete Ritzema	Unknown		Maida Vale 4	vw25c
664	1128	1971-10-06	1971-09-28	John Walters	Bob Conduct		Maida Vale 4	49n8r
665	1129	1970-04-30	1970-04-23	Malcolm Brown	Mike Harding	Mike Franks	Aeolian Hall, Studio 2	cdqvh
666	1130	1967-12-10	1967-11-24	Bernie Andrews	Pete Ritzema		Playhouse Theatre, Northumberland Avenue	r654z
666	1131	1968-06-02	1968-05-28	Bernie Andrews	Dave Tate		201 Piccadilly, Studio 1	hx8cg
666	1132	1968-12-22	1968-12-09	Bernie Andrews	Pete Ritzema		201 Piccadilly, Studio 1	zpvrj
666	1133	1969-04-06	1969-03-18	Bernie Andrews	Allen Harris	Bob Conduct	Playhouse Theatre, Northumberland Avenue	gmczb
666	1134	1969-09-27	1969-09-23	John Walters	Tony Wilson		Maida Vale 4	j2rgw
666	1135	1973-02-20	1973-02-05	Pete Dauncey	Adrian Revill		Studio T1, Transcription Service, Kensington House	fnhj9
666	1136	1974-08-06	1974-07-16	Tony Wilson	Bob Conduct		Langham 1	bqzfd
668	1137	1967-11-26	1967-11-20	Bernie Andrews	Dave Tate		201 Piccadilly, Studio 1	w5gb6
668	1138	1968-04-21	1968-04-16	Bernie Andrews	Pete Ritzema		201 Piccadilly, Studio 1	98jwx
668	1139	1968-08-04	1968-07-29	Bernie Andrews	Unknown		201 Piccadilly, Studio 1	dvf9p
668	1140	1968-11-24	1968-11-11	Bernie Andrews	Unknown		201 Piccadilly, Studio 1	64bd3
668	1141	1969-03-30	1969-03-11	Bernie Andrews	Allen Harris		Playhouse Theatre, Northumberland Avenue	xcw6m
668	1142	1969-08-03	1969-07-28	John Walters	Bob Conduct		Playhouse Theatre, Northumberland Avenue	pr9x2
668	1143	1970-09-05	1970-08-10	John Walters	Bob Conduct		Playhouse Theatre, Northumberland Avenue	3hdpn
668	1144	1971-07-17	1971-07-02	John Muir	John White		Studio T1, Transcription Service, Kensington House	mz63q
668	1145	1973-05-22	1973-05-08	John Walters	Unknown		Langham 1	2gxm5
669	1146	1969-06-11	1969-05-29	Pete Ritzema	Unknown		Paris Cinema, Lower Regent Street	njp28
670	1147	NULL	1999-01-10	Mike Engles			Maida Vale 3	qf3nv
670	1148	NULL	2000-02-02	Mike Robinson	Jerry Smith		Maida Vale 4	5bmq4
672	1149	NULL	1973-03-01					8w25c
672	1150	1973-06-05	1973-05-22	John Walters	Unknown		Langham 1	v9n8r
672	1151	NULL	1998-10-29	Ted De Bono	Paul Noble		Maida Vale 3	4dqvh
673	1152	1997-06-25	1997-06-01	Ted Debono	Steve Bridges		Maida Vale 4	c654z
675	1153	1988-04-04	1988-03-13	Dale Griffin	Mike Engles		Maida Vale 4	rx8cg
675	1154	1990-08-01	1990-06-19	Dale Griffin	Mike Engles		Maida Vale 3	hpvrj
676	1155	1993-09-04	1993-08-01	Ted De Bono	George Thomas		Maida Vale 4	z34hf
677	1156	2004-06-17	2004-06-17	Louise Kattenhorn	Andy Rogers		Sonar, Barcelona, Spain	g2rgw
679	1157	1990-11-10	1990-11-04	Dale Griffin	Mike Engles	Adam Askew	Maida Vale 3	jnhj9
680	1158	1989-09-18	1989-08-15	Dale Griffin	Mike Robinson		Maida Vale 3	fqzfd
680	1159	1990-09-17	1990-08-07	Mike Robinson	Mike Robinson		Maida Vale 5	b5gb6
681	1160	1972-06-27	1972-06-12	Unknown	Bob Conduct		Unknown	w8jwx
681	1161	1973-01-09	1972-11-07	Unknown	Bob Conduct		Unknown	9vf9p
681	1162	1974-05-14	1974-11-05	Unknown	Unknown		Unknown	d4bd3
682	1163	1978-12-05	1978-11-28	Mike Robinson	Mike Robinson		Maida Vale 4	6cw6m
683	1164	1985-05-22	1985-05-12	Dale Griffin	Mike Engles		Maida Vale 5	xr9x2
683	1165	1989-02-22	1989-02-12	Dale Griffin	Mike Engles		Maida Vale 5	phdpn
683	1166	1998-03-05	1998-03-05	Mike Robinson			Maida Vale 4	3z63q
684	1167	1981-03-09	1981-02-23	Tony Wilson	Dave Dade		Langham 1	mgxm5
684	1168	1981-11-23	1981-11-14	Dale Griffin	Mike Colley		Maida Vale 4	2jp28
685	1169	1989-10-31	1989-10-17	Dale Griffin	Miti Adhikari		Maida Vale 5	nf3nv
686	1170	1983-09-21	1983-09-12	John Porter	Dave Dade		Maida Vale 4	qbmq4
687	1171	1991-03-16	1991-02-19	Mike Robinson	Mike Robinson		Maida Vale 5	5w25c
688	1172	1995-05-20	1995-04-23	Mike Engles	Julia Carney		Maida Vale 3	89n8r
689	1173	1992-07-11	1992-05-26	Nick Gomm	Nick Gomm		Maida Vale 3	vdqvh
690	1174	1975-11-25	1975-10-28	Tony Wilson	Bill Aitken		Maida Vale 4	4654z
690	1175	1976-09-24	1976-09-02	Unknown	Unknown		Maida Vale 4	cx8cg
690	1176	1977-06-03	1977-05-25	Malcolm Brown	Nick Gomm		Maida Vale 4	rpvrj
690	1177	1978-03-31	1978-03-22	Dave Price	Nick Gomm		Maida Vale 4	h34hf
691	1178	2002-08-20	2002-07-14	Mike Engles	Nick King		Maida Vale 4	zmczb
692	1179	1994-07-02	1994-05-17	Mike Robinson	Rupert Flint		Maida Vale 4	gnhj9
693	1180	NULL	1998-11-10	Mike Robinson			Maida Vale 4	jqzfd
694	1181	1967-11-12	1967-11-07	Bev Phillips	Pete Ritzema		Maida Vale 4	f5gb6
694	1182	1968-01-21	1968-01-16	Bernie Andrews	Dave Tate		Aeolian Hall, Studio 2	b8jwx
694	1183	1968-04-17	1968-04-16	Denis O'Keefe	Unknown		Aeolian Hall, Studio 2	wvf9p
694	1184	1968-06-02	1968-05-27	Bernie Andrews	Unknown		201 Piccadilly, Studio 1	94bd3
694	1185	1968-09-01	1968-08-27	Bernie Andrews	Allen Harris		201 Piccadilly, Studio 1	dcw6m
694	1186	1969-03-16	1969-03-10	Bernie Andrews	Pete Ritzema		Playhouse Theatre, Northumberland Avenue	6r9x2
694	1187	1970-05-23	1970-04-27	John Walters	Tony Wilson		Playhouse Theatre, Northumberland Avenue	xhdpn
694	1188	1971-01-23	1971-01-05	Unknown	Bob Conduct		Maida Vale 4	pz63q
695	1189	NULL	NULL					3gxm5
696	1190	1982-09-06	1982-08-21	Dale Griffin	Mike Robinson		Maida Vale 4	mjp28
697	1191	1994-11-18	1994-10-16	Mike Engles	James Birtwistle		Maida Vale 3	2f3nv
697	1192	1995-08-27	1995-08-26				Reading Festival	nbmq4
697	1193	1995-12-02	NULL	Mike Hawkes				qw25c
698	1194	1993-09-03	1993-08-15	Mike Engles	Jon Leong		Maida Vale 3	59n8r
699	1195	1984-09-26	1984-09-19	Roger Pusey	Martyn Parker		Maida Vale 5	8dqvh
700	1196	1983-07-25	1983-07-13	Roger Pusey	Nick Gomm	Elizabeth Lewis	Maida Vale 4	v654z
701	1197	NULL	1999-04-18	Dave Dade	Simon Askew		Maida Vale 5	4x8cg
702	1198	NULL	1984-08-23					cpvrj
703	1199	1990-11-25	1990-11-18	Dale Griffin	Mike Engles/Fred Kay		Maida Vale 3	r34hf
703	1200	1992-01-26	1991-12-10	Mike Robinson	Mike Robinson /James Birtwhistle		Maida Vale 4	hmczb
703	1201	2002-12-19	2002-12-08	Not Given			Artist's own studio	z2rgw
703	1202	1996-11-10	NULL	Andrew Rogers	Paul Allen		Astoria 2, Soho Live	gqzfd
705	1203	1995-09-01	1995-08-25				Reading Festival '95	j5gb6
705	1204	1996-04-05	1996-03-01				Artist's own studio	f8jwx
705	1205	1994-05-21	NULL				Artist's own studio	bvf9p
706	1206	NULL	1999-06-13	Mike Engles				w4bd3
707	1207	1997-04-22	1997-04-06	Mike Engles	George Thomas		Maida Vale 4	9cw6m
708	1208	NULL	1999-10-10	Mike Robinson			Maida Vale 4	dr9x2
710	1209	1990-04-18	1990-03-18	Dale Griffin	Mike Robinson		Maida Vale 3	6hdpn
710	1210	1991-02-02	1991-01-08	Mike Robinson	Paul Young		Maida Vale 5	xz63q
711	1211	1991-08-24	1991-07-07	Dale Griffin	M.Farrar/P.Robert		Maida Vale 3	pgxm5
711	1212	1993-03-27	1993-01-16	Tim Durham	Julia Carney		Maida Vale 4	3jp28
712	1213	1969-11-19	1969-09-16	John Walters	Unknown		Maida Vale 4	mf3nv
712	1214	1971-08-01	NULL				Sunday Concert	2bmq4
713	1215	2004-08-25	NULL	Fortdax	Fortdax		Artist's own studio	nw25c
714	1216	2003-10-15	2003-09-28	Simon Askew	Jamie Hart		Maida Vale 4	q9n8r
714	1217	NULL	2004-09-08	Simon Askew	Jerry Smith		Maida Vale 4	5dqvh
715	1218	NULL	2004-06-16	Nick Fountain	Jerry Smith		Maida Vale 4	8654z
716	1219	NULL	1981-06-01					vx8cg
717	1220	2003-10-14	2003-09-24	Simon Askew	Jamie Hart		Maida Vale 4	4pvrj
717	1221	2004-06-24	2004-06-18	Louise Kattenhorn	Andy Rogers		Sonar, Barcelona, Spain	c34hf
718	1222	1986-11-17	1986-10-12	Dale Griffin	Mike Engles	Simon Clifford	Unknown	rmczb
719	1223	1981-03-02	1981-02-24	Dale Griffin	Mike Robinson		Langham 1	h2rgw
720	1224	1991-12-08	1991-11-03	Dale Griffin	J Carney/D Griffi		Maida Vale 3	znhj9
721	1225	1994-06-18	1994-05-14	Ted De Bono	Nick Scripps		Maida Vale 4	g5gb6
721	1226	1996-02-17	1996-02-06				Maida Vale 4	j8jwx
721	1227	NULL	1999-05-25	Mike Robinson	Paul Noble		Maida Vale 3	fvf9p
722	1228	1987-05-05	1987-04-16	Dale Griffin	Mike Engles	Fred Kay	Unknown	b4bd3
723	1229	1982-12-02	1982-11-24	Anthony Pugh	Unknown		Unknown	wcw6m
723	1230	1983-12-19	1983-12-03	Dale Griffin	Martin Colley		Maida Vale 4	9r9x2
724	1231	1973-05-03	1973-04-30	Bernie Andrews	Unknown		Langham 1	dhdpn
724	1232	1976-06-25	1976-06-10	Tony Wilson	Unknown		Maida Vale 4	6z63q
724	1233	1977-05-23	1977-05-16	Tony Wilson	Dave Dade		Maida Vale 4	xgxm5
724	1234	1978-06-05	1978-05-22	Tony Wilson	Dave Dade		Maida Vale 4	pjp28
724	1235	1979-04-19	1979-04-02	Trevor Dann	Dave Dade		Maida Vale 4	3f3nv
725	1236	1981-03-03	1981-02-25	Dale Griffin	Nick Gomm		Langham 1	mbmq4
725	1237	1981-09-30	1981-09-19	Dale Griffin	Mike Robinson		Maida Vale 4	2w25c
726	1238	1971-03-20	1971-03-02	John Walters	Bob Conduct		Maida Vale 4	n9n8r
727	1239	1974-12-05	1974-12-02	Tony Wilson	Unknown		Maida Vale 4	qdqvh
728	1240	2003-11-20	2003-11-20	Freddy Fresh	Freddy Fresh		Artist's own studio	5654z
729	1241	1968-07-21	1968-07-15	Bernie Andrews	Pete Ritzema		201 Piccadilly, Studio 1	8x8cg
729	1242	1969-03-23	1969-03-17	Bernie Andrews	Allen Harris/Bob Conduct		Playhouse Theatre, Northumberland Avenue	vpvrj
729	1243	1969-12-13	1969-12-08	John Walters	Tony Wilson		Playhouse Theatre, Northumberland Avenue	434hf
729	1244	1970-01-18	1970-01-15	Jeff Griffin	Unknown		Unknown	cmczb
731	1245	1992-04-04	1992-02-09	Dale Griffin	M.Engles/A.Dowd		Maida Vale 3	r2rgw
732	1246	1980-11-20	1980-10-27	Tony Wilson	Ted De Bono	Nick Gomm	Maida Vale 4	hnhj9
732	1247	1981-08-19	1981-08-12	Chris Lycett	Nick Gomm		Maida Vale 4	zqzfd
733	1248	1983-03-31	1983-03-26	Dale Griffin	Mike Robinson		Maida Vale 4	g8jwx
733	1249	NULL	1984-03-22					jvf9p
734	1250	1985-08-06	1985-08-04	Dale Griffin	Mike Engles		Maida Vale 5	f4bd3
734	1251	1986-08-13	1986-08-03	Dale Griffin	Mike Robinson		Unknown	bcw6m
734	1252	1987-06-24	1987-06-21	Dale Griffin	Mike Robinson	Martin Colley	Unknown	wr9x2
734	1253	1988-04-19	1988-04-10	Dale Griffin	Mike Engles	John Boon	Unknown	9hdpn
734	1254	1992-01-19	1991-12-03	James Birtwistle	James Birtwistle	Mike Robinson	Maida Vale 4	dz63q
734	1255	1992-10-10	1992-10-08				Berlin	6gxm5
735	1256	2003-08-20	2003-07-03	Miti	Guy Worth		Maida Vale 3	xjp28
735	1257	NULL	2004-07-29	Guy Worth	Jerry Smith		Maida Vale 4	pf3nv
736	1258	NULL	NULL					3bmq4
737	1259	1986-07-23	1986-07-13	Dale Griffin	Mike Engles	Miti Adhikari	Maida Vale 5	mw25c
738	1260	1982-08-26	1982-08-02	Tony Wilson	Dave Dade		Maida Vale 4	29n8r
739	1261	1990-05-21	1990-04-22	Dale Griffin	Mike Engles		Maida Vale 3	ndqvh
739	1262	1992-06-19	1992-05-21	Mike Engles	J.Birtwhistle/M.E		Maida Vale 3	q654z
740	1263	1988-12-13	1988-12-11	Dale Griffin	Mike Engles		The Hippodrome, Golders Green, London	5x8cg
741	1264	1994-10-14	1994-09-08	Ted De Bono	Steve Bittlestone		Maida Vale 4	8pvrj
741	1265	1996-03-22	1996-02-22	Ted De Bono	Steve		Maida Vale 5	v34hf
742	1266	1972-07-11	1972-06-27	Unknown	Bob Conduct		Maida Vale 4	4mczb
743	1267	1983-01-19	1983-01-16	Dale Griffin	Mike Engles		Maida Vale 4	c2rgw
744	1268	1992-11-06	1992-09-08	James Birtwhistle	P.Jordan/J.Birtw		Maida Vale 4	rnhj9
744	1269	1993-05-07	1993-04-06	Mike Robinson	M Rob/Adam Askew		Maida Vale 4	hqzfd
744	1270	1994-07-16	1994-07-03	Mike Engles	Kevin Rumble		Maida Vale 3	z5gb6
744	1271	NULL	2000-01-14					gvf9p
745	1272	NULL	1986-12-20					j4bd3
746	1273	1980-08-18	1980-08-11	Dale Griffin	Dave Dade		Maida Vale 4	fcw6m
747	1274	1995-10-06	1995-09-28	Nick Gomm	Julian Markham		Maida Vale 4	br9x2
748	1275	1992-09-18	1992-08-25	Mike Robinson	Mike Robinson	Chris Maclean	Maida Vale 4	whdpn
748	1276	1995-09-29	1995-09-12	Ted De Bono	Julian Markham		Maida Vale 4	9z63q
748	1277	1997-05-08	1997-05-08				Artist's own studio	dgxm5
749	1278	2003-10-01	2003-09-11	Miti	Jerry		Maida Vale 4	6jp28
750	1279	1980-10-07	1980-09-22	Tony Wilson	Dave Dade		Maida Vale 4	xf3nv
751	1280	NULL	1985-09-23					pbmq4
752	1281	1993-11-19	1993-10-17	Mike Engles	George Thomas		Maida Vale 3	3w25c
753	1282	1989-10-17	1989-09-24	Dale Griffin	Dave Dade		Maida Vale 5	m9n8r
753	1283	1990-11-04	1990-10-30	Mike Walter	Mike Walter	Andrew Rogers	Maida Vale 5	2dqvh
754	1284	1973-11-29	1973-11-19	Bernie Andrews	Unknown		Langham 1	n654z
755	1285	1991-09-01	1991-07-14	Dale Griffin	Dave Mccarthy	Julian Best	Maida Vale 3	qx8cg
756	1286	1979-07-09	1979-07-02	Unknown	Unknown		Unknown	5pvrj
756	1287	1981-03-12	1981-03-09	Phil Stannard	Dave Dade/Martyn Parker		Langham 1	834hf
756	1288	1979-01-18	NULL	Bob Sergeant	Bill Aitken		Maida Vale 4	vmczb
758	1289	2001-10-24	2001-09-23	Mike Engles	Guy Worth		Maida Vale 4	42rgw
759	1290	1977-08-31	1977-08-22	Tony Wilson	Nick Gomm		Maida Vale 4	cnhj9
760	1291	NULL	1979-01-10					rqzfd
760	1292	1979-06-25	1979-05-29	Tony Wilson	Mike Robinson		Maida Vale 4	h5gb6
760	1293	2000-12-19	2000-12-13	Sam Cunningham	Miti Adhikari		Maida Vale	z8jwx
760	1294	2001-02-07	2001-02-07	Sam Cunningham	James Birtwistle		Maida Vale 4	g4bd3
761	1295	1975-06-16	1975-06-03	Unknown	Unknown		Maida Vale 4	jcw6m
761	1296	1978-04-04	1978-03-28	Chris Lycett	Mike Robinson		Maida Vale 4	fr9x2
762	1297	1996-01-06	1995-12-14	Ted De Bono	Lisa Softley		Maida Vale 4	bhdpn
762	1298	1998-03-18	1998-02-24	Ted De Bono	Nick Fountain		Maida Vale 4	wz63q
762	1299	1999-02-04	1999-01-31	Sam Cunningham	Miti		Queen Ellizabeth Hall, London	9gxm5
762	1300	1999-08-31	1999-08-31	Andrew Rogers	Simon Askew		Maida Vale 3	djp28
762	1301	NULL	2000-10-11	Kevin Rumble	Jerry Smith		Maida Vale 4	6f3nv
762	1302	2001-09-19	2001-09-19	Simon Askew	Jamie		Maida Vale 4	xbmq4
763	1303	1983-09-26	1983-09-17	Dale Griffin	Martin Colley		Maida Vale 4	pw25c
763	1304	1984-05-24	1984-05-12	Dale Griffin	Mike Robinson		Maida Vale 5	39n8r
764	1305	1977-04-20	1977-04-12	Jeff Griffin	Mike Robinson		Maida Vale 4	mdqvh
764	1306	1977-07-21	1977-07-12	Jeff Griffin	Mike Robinson		Maida Vale 4	2654z
764	1307	1979-02-14	1979-01-15	Tony Wilson	Dave Dade		Maida Vale 4	nx8cg
765	1308	1970-04-01	1970-02-22	Alec Reid	Nick Gomm		Maida Vale 4	qpvrj
765	1309	1972-01-28	1972-01-09	John Muir	John Walters		Studio T1, Transcription Service, Kensington House	534hf
765	1310	1972-11-07	1972-09-25	John Walters	Bob Conduct		Studio T1, Transcription Service, Kensington House	8mczb
766	1311	1996-10-19	1996-10-15	Andy Rogers	Simon Askew		Glasgow O.B.	v2rgw
767	1312	1972-01-07	1971-12-12	Pete Dauncey	Unknown		Studio T1, Transcription Service, Kensington House	4nhj9
767	1313	1972-07-14	1972-06-13	John Muir	Unknown		Studio T1, Transcription Service, Kensington House	cqzfd
767	1314	1972-09-05	1972-08-08	Pete Ritzema	Bob Conduct		Maida Vale 4	r5gb6
767	1315	1972-12-14	1972-12-11	Bernie Andrews	Unknown		Langham 1	h8jwx
767	1316	1974-01-08	1973-12-04	Tony Wilson	Bob Conduct		Langham 1	zvf9p
767	1317	1974-12-17	1974-12-10	Tony Wilson	Unknown		Unknown	gcw6m
767	1318	1975-10-13	1975-09-16	Unknown	Bill Aitken		Maida Vale 4	jr9x2
768	1319	1997-04-01	1997-03-09				Maida Vale 4	fhdpn
769	1320	1988-12-12	1988-12-06	Dale Griffin	Mike Robinson		Maida Vale 4	bz63q
770	1321	1973-04-24	1973-04-17	Unknown	Unknown		Langham 1	wgxm5
771	1322	1973-02-06	1973-01-15	John Walters	Unknown		Studio T1, Transcription Service, Kensington House	9jp28
772	1323	1998-08-26	1998-08-04	Mike Robinson	Simon Askew		Maida Vale 4	df3nv
773	1324	1997-10-09	1997-08-26	Mike Robinson	Nick Fountain		Maida Vale 4	6bmq4
774	1325	1981-02-23	1981-02-17	Dale Griffin	Mike Robinson		Langham 1	xw25c
775	1326	1980-01-24	1980-01-09	John Etchells	Nick Gomm		Unknown	p9n8r
777	1327	1994-04-15	NULL				Artist's own studio	3dqvh
778	1328	NULL	NULL					m654z
779	1329	1987-11-23	1987-11-17	Dale Griffin	Martin Colley	Julian Best	Unknown	2x8cg
780	1330	NULL	2002-02-10	Mike Earles	Nick Scripps		Maida Vale 4	npvrj
781	1331	1993-07-09	1993-06-03	Miti Adhikari	Rachel Fisher		Maida Vale 4	q34hf
781	1332	1994-05-27	1994-04-19	Mike Robinson	Ralph Jordan		Maida Vale 4	5mczb
781	1333	1995-05-26	1995-04-18	Adam Askew	Nick King		Maida Vale 4	82rgw
781	1334	1997-05-14	1997-04-22	Mike Robinson	Julian Markham		Maida Vale 4	vnhj9
782	1335	1992-05-29	1992-04-21	Mike Robinson	Mike Robinson		Maida Vale 4	4qzfd
783	1336	1989-09-27	1989-08-27	Dale Griffin	Mike Engles		Maida Vale 3	c5gb6
784	1337	1996-10-19	1996-10-15	Andy Rogers	Simon Askew		Glasgow O.B.	r8jwx
785	1338	1999-01-19	1998-11-22	Mike Engles	Kevin Rumble		Maida Vale 3	hvf9p
786	1339	2002-12-05	2002-11-10					z4bd3
787	1340	1995-01-28	1995-01-03	Mike Robinson	Martha Knight		Maida Vale 4	gr9x2
788	1341	2003-09-30	2003-09-04	Simon Askew	Jerry		Maida Vale 4	jhdpn
789	1342	1971-11-17	1971-11-09	John Walters	Bob Conduct		Maida Vale 4	fz63q
789	1343	1973-06-12	1973-05-29	Pete Ritzema	Bob Conduct		Maida Vale 4	bgxm5
789	1344	1974-01-29	1974-01-15	Tony Wilson	Unknown		Langham 1	wjp28
790	1345	1974-09-03	1974-08-20	Pete Ritzema	Unknown		Langham 1	9f3nv
790	1346	1974-11-21	1974-11-07	Tony Wilson	Unknown		Maida Vale 4	dbmq4
790	1347	1975-11-11	1975-10-21	Tony Wilson	Bill Aitken		Maida Vale 4	6w25c
791	1348	1995-09-09	1995-08-22	Mike Robinson	Nick King		Maida Vale 4	x9n8r
792	1349	1973-01-04	1972-12-18	Bernie Andrews	Unknown		Langham 1	pdqvh
793	1350	1987-11-04	1987-10-27	Harry Parker	Ted De Bono		Unknown	3654z
793	1351	1988-12-06	1988-11-29	Dale Griffin	Mike Robinson		Maida Vale 4	mx8cg
793	1352	1991-09-21	1991-07-09	James Birtwistle	James Birtwistle	Paul Allen	Maida Vale 5	2pvrj
794	1353	1993-01-29	1993-12-19	Mike Engles	Nick Fountain		Maida Vale 3	n34hf
794	1354	1995-03-11	1995-02-12	Mike Engles	Julia Carney		Maida Vale 3	qmczb
794	1355	1996-05-11	1996-04-21	Mike Engles	George Thomas		Maida Vale 3	52rgw
794	1356	1998-08-25	1998-07-21	Mike Engles	Miti Adhikari		Maida Vale 4	8nhj9
794	1357	NULL	2000-02-27	Simon Askew	Jerry Smith		Maida Vale 4	vqzfd
794	1358	2000-10-24	2000-10-24	Sam Cunningham	Mike Walter		Clwb, Cardiff	45gb6
794	1359	2001-09-20	2001-09-20					c8jwx
794	1360	2003-08-28	2003-07-30	Simon Askew`	Jerry Smith		Maida Vale 4	rvf9p
794	1361	2003-10-29	2003-10-29	Sam/Andy	Miti Adhikari		The Old Marke	h4bd3
795	1362	2003-09-03	2003-08-20	Simon Askew	Jerry		Maida Vale 4	zcw6m
796	1363	NULL	2004-08-19	Mike Walter	Guy Worth		Maida Vale 4	ghdpn
797	1364	1976-06-16	1976-06-01	Jeff Griffin	Mike Robinson		Maida Vale 4	jz63q
797	1365	1976-11-15	1976-11-02	Jeff Griffin	Mike Robinson		Maida Vale 4	fgxm5
798	1366	1998-06-16	1998-05-17	Mike Engles	Jon Leong		Maida Vale 4	bjp28
800	1367	2003-09-17	2003-08-15	Grandmaster Gareth			24Hr Audio	wf3nv
802	1368	1991-03-03	1991-02-05	Mike Robinson	Mike Robinson		Maida Vale 5	9bmq4
804	1369	1981-11-05	1981-10-26	Tony Wilson	Dave Dade	Martin Colley	Maida Vale 4	dw25c
804	1370	1982-12-06	1982-11-27	Dale Griffin	Martin Colley		Maida Vale 4	69n8r
805	1371	1969-11-01	1969-10-21	John Walters	Bob Conduct		Maida Vale 4	xdqvh
806	1372	1994-07-29	1994-05-22	James Birtwistle	George Thomas		Maida Vale 4	p654z
806	1373	1996-02-16	1996-02-04				Maida Vale 4	3x8cg
808	1374	1981-04-16	1981-03-23	Phil Stannard	Dave Dade		Langham 1	mpvrj
809	1375	1970-05-24	1970-05-14	Unknown	Unknown		Paris Cinema, Lower Regent Street	234hf
809	1376	1971-05-09	1971-04-29	Jeff Griffin	Unknown			nmczb
809	1377	1972-03-14	1972-02-29	Unknown	Unknown		Maida Vale 4	q2rgw
809	1378	1975-03-13	1975-03-06	Pete Ritzema	Unknown		Maida Vale 4	5nhj9
810	1379	2001-12-20	2001-12-20	Louise Kattenhorn	Andy Rogers		Peel Acres	8qzfd
811	1380	NULL	2001-01-14	Mike Engles	Jaimie Hart		Maida Vale 4	v5gb6
812	1381	1978-06-13	1978-06-05	Tony Wilson	Dave Dade		Maida Vale 4	48jwx
813	1382	1984-02-01	1984-01-24	Tony Wilson	Martyn Parker		Maida Vale 4	cvf9p
813	1383	1984-05-02	1984-04-24	Mark Radcliffe	Ted De Bono		Maida Vale 5	r4bd3
813	1384	1984-10-10	1984-09-30	Dale Griffin	Graham Puddifoot		Maida Vale 5	hcw6m
813	1385	1985-05-07	1985-04-23	Mark Radcliffe	Mike Robinson		Maida Vale 5	zr9x2
814	1386	1996-07-28	1996-06-18	Mike Robinson	James Birtwistle		Maida Vale 4	gz63q
814	1387	NULL	1999-10-19	Mike Robinson	Jamie Hart		Maida Vale 5	jgxm5
815	1388	1990-12-15	1990-11-25	Dale Griffin	Mike Engles	Jane Lyons	Maida Vale 3	fjp28
815	1389	1991-09-29	1991-08-20	Mike Robinson	Mike Robinson		Maida Vale 5	bf3nv
817	1390	1991-05-18	1991-04-21	Dale Griffin	Mike Engles	Chris Maclean	Maida Vale 3	wbmq4
817	1391	1994-02-05	1994-01-04	Mike Robinson	Simon Askew		Maida Vale 4	9w25c
818	1392	1995-02-18	1995-01-17	Mike Robinson	George Thomas		Maida Vale 4	d9n8r
819	1393	1973-05-31	1973-05-21	Bernie Andrews	Unknown		Langham 1	6dqvh
819	1394	1973-10-11	1973-10-08	Bernie Andrews	Unknown		Langham 1	x654z
821	1395	1984-02-20	1984-02-11	Dale Griffin	Peter Watts		Maida Vale 5	px8cg
822	1396	1993-06-25	1993-05-25	Chris Maclean/Andy	Andy Rodgers		Maida Vale 4	3pvrj
822	1397	1995-10-06	1995-09-24	Mike Engles	Barry Jordan		Maida Vale 3	m34hf
822	1398	1997-12-09	1997-11-04	Mike Robinson	George Thomas		Maida Vale 4	2mczb
823	1399	1985-11-20	1985-11-10	Dale Griffin	Miti Adhikari		Maida Vale 5	n2rgw
823	1400	1986-03-03	1986-02-23	Dale Griffin	Mike Engles		Maida Vale 5	qnhj9
823	1401	1986-09-08	1986-08-31	Dale Griffin	Mike Engles	Fred Kay	Unknown	5qzfd
823	1402	1990-04-04	1990-03-01	Dale Griffin	Mike Engles		Maida Vale 3	85gb6
823	1403	1992-06-27	1992-06-02	Mike Robinson	Mike Robinson		Maida Vale 4	v8jwx
823	1404	1995-08-05	1995-07-11	Kev Rumble	Adam Askew		Maida Vale 4	4vf9p
